source_doc_id,date,sentence,found_term,accompanying_terms
4581,2021-10-13 16:40:00,"Firstly, China is working with us on one of the largest LNG projects, which also involves Total, by the way, and our NOVATEK.",china,[]
4581,2021-10-13 16:40:00,China will most likely participate in the next project as well.,china,[]
4581,2021-10-13 16:40:00,"We have agreed on the supply of pipeline gas to China, built a pipeline, and are planning to reach a total of 38 billion cubic metres.",china,[]
4581,2021-10-13 16:40:00,"China is a big market, a huge, growing economy, with growing consumption.",china,[]
4581,2021-10-13 16:40:00,"Coal-based power generation is huge in China, and the country's government is making great efforts to reduce it.",china,[]
4581,2021-10-13 16:40:00,China has a population of 1.5 billion.,china,[]
4581,2021-10-13 16:40:00,"I am not sure if China can actually fulfil all the plans, because the volume is very large, but everything that has been done in China so far, in terms of achieving their goals, everything has been fulfilled.",china,[]
4581,2021-10-13 16:40:00,"They have achieved everything in the economy, and this gives us hope and confidence that when it comes to reducing the anthropogenic load on the environment, China will achieve its goals planned until 2060, I think.",china,[]
4583,2021-10-14 02:00:00,"I believe that this benefits the people of China and Russia, and gives more balance and a sense of stability in international affairs.",china,[]
4586,2021-10-14 15:40:00,"President Xi Jinping, Secretary-General Antonio Guterres, ladies and gentlemen, First of all, I would like to thank the PRC President and our Chinese partners for organising the Second UN Global Sustainable Transport Conference.",chinese,[]
4586,2021-10-14 15:40:00,"In the process, we are inviting all interested partners, including our Chinese friends, to use more actively the opportunities of the Northern Sea Route for expanding trade transactions with Europe.",chinese,[]
4587,2021-10-15 13:20:00,"All of us can facilitate the resumption of the work done by the extended Troika, that is, Russia, the United States and China with Pakistan’s participation, and I would like to ask you to support this.",china,[]
4593,2021-10-21 21:25:00,"In recent decades, many people have cited a Chinese proverb.",chinese,[]
4593,2021-10-21 21:25:00,"The Chinese people are wise, and they have many thinkers and valuable thoughts that we can still use today.",chinese,[]
4593,2021-10-21 21:25:00,"But let us consider another Chinese wisdom: the word “crisis” consists of two hieroglyphs – there are probably representatives of the People's Republic of China in the audience, and they will correct me if I have it wrong – but, two hieroglyphs, “danger” and “opportunity.”",china,[]
4593,2021-10-21 21:25:00,The People’s Republic of China is a case in point.,china,[]
4593,2021-10-21 21:25:00,We are well aware that China has overtaken the United States in purchasing power parity.,china,[]
4593,2021-10-21 21:25:00,"We are discussing this with our American partners, with our Chinese friends, with France – incidentally, the French President supported it immediately, as well as with Britain.",chinese,[]
4593,2021-10-21 21:25:00,The People’s Republic of China (PRC) is also active in Afghanistan.,china,[]
4593,2021-10-21 21:25:00,"This is a very serious issue for all of us because for both China and Russia it is extremely important to have a calm, developing Afghanistan that is not a source of terrorism, or any form of radicalism, next to our national borders, if not on our borders.",china,[]
4593,2021-10-21 21:25:00,"This is very important for us, for both Russia and China.",china,[]
4593,2021-10-21 21:25:00,"Therefore, for all the importance of our participation in these processes – both China and Russia and other SCO countries – the main responsibility for what is happening there is still borne by the countries that fought there for 20 years.",china,[]
4593,2021-10-21 21:25:00,"Therefore, we will actively continue this work with China on a bilateral plane, develop dialogue with relevant structures and promote cooperation within the SCO as a whole.",china,[]
4593,2021-10-21 21:25:00,"We have said many times that we are friends with China, and not against anyone else, but in each other’s interests.",china,[]
4593,2021-10-21 21:25:00,There is no Russia-China military bloc and we will not create one now.,china,['russia']
4593,2021-10-21 21:25:00,"But when we speak about non-CIS countries, we mean China as well.",china,[]
4593,2021-10-21 21:25:00,And it seems to me that Pakistan plays a no less important part in this than Russia or China.,china,[]
4616,2021-11-10 15:45:00,"The volume of container traffic from China has increased, and you are well aware of this.",china,[]
4616,2021-11-10 15:45:00,"Container shipments from China are premium traffic, they fetch more profit for Russian Railways, we all know this too, and miners constantly complain about this.",china,[]
4616,2021-11-10 15:45:00,"According to international data, another major exporter, China, is also moving towards limiting exports.",china,[]
4626,2021-11-18 16:50:00,We will continue strengthening ties with our good neighbours and friends in the People’s Republic of China.,china,[]
4626,2021-11-18 16:50:00,"Together with our Chinese friends, we will continue responding to such attempts by expanding our political, economic and other cooperation, and coordinating steps in the world arena.",chinese,[]
4642,2021-11-29 13:40:00,Border checkpoints with the People’s Republic of China.,china,[]
4643,2021-11-30 16:00:00,"As for our cooperation with China, we have many areas of cooperation with the People’s Republic of China.",china,[]
4643,2021-11-30 16:00:00,We support our Chinese friends in their efforts as part of the Belt and Road strategy.,chinese,[]
4643,2021-11-30 16:00:00,"I would like to point out that today, China is the largest investor in the Middle East.",china,[]
4643,2021-11-30 16:00:00,"Naturally, we welcome these efforts by China as they benefit the region’s development.",china,[]
4643,2021-11-30 16:00:00,I have been intimidated by China since 2000.,china,[]
4643,2021-11-30 16:00:00,"Since that time, those who were intimidating me have got frightened themselves and started changing their China policy.",china,[]
4643,2021-11-30 16:00:00,"In my opinion, it has already changed – hence, the sanctions and different types of restrictions that seem to me to be unjustified through and through and in conflict – in this case I mean in respect of China – with international law.",china,[]
4643,2021-11-30 16:00:00,"As for China’s growing might, we are seeing it, and everybody is seeing it: it is chiefly economic might.",china,[]
